c,dt,vp,eta,K,gridsize,q,amp,alpha,CDLX,CDLY,delta,fX,fY,sig_nn_at_min,sig_nn_at_max,sig_yy_at_min,sig_yy_at_max
0.2,0.05,1,1,1,0.25,3.1415926535897927,0.01,0.3,10,1.0,1.0,2.3324058843724853e-08,1.5665494413049889e-06,-0.027087254186403162,0.023405967357405993,-0.02708716775581125,0.023406020728435638
